등록일시,부서명,사용자구분,상세조회URL,서비스ID,서비스명,서비스목적요약,서비스분야,선정기준,소관기관명,소관기관유형,소관기관코드,수정일시,신청기한,신청방법,전화문의,접수기관,조회수,지원내용,지원대상,지원유형,JA0110,JA0111,JA0201,JA0202,JA0203,JA0204,JA0205,JA0404,JA0403,JA0326,JA0327,JA0328
20201217142613,유통정책과,법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000027,119200000027,산지 및 소비지 유통자금 융자 지원,"산지위판장 등을 대상으로 어대금 결제자금, 직거래 자금 등에 대한 융자지원",농림축산어업,"○ 전년도수매실적, 중도매업 종사경력, 신규사업자, 소액신청자 등을 검토하여 사업자 선정심의회를 거쳐 사업자 선정",해양수산부,중앙행정기관,1192000,20260127155914,공고일로부터 2주,방문신청,수협중앙회/02-2240-2466||수협은행/02-6055-8521||수협은행/02-6055-8525||한국농수산식품유통공사/061-931-0586,"수협중앙회, 수협은행, aT한국농수산식품유통공사",1969,"○ 산지위판장 및 수산물 도매시장 어대금 결제자금, 직거래 자금 등  융자지원(금리 1.5~3%)","○ 산지위판장, 도매시장 법인, 중도매인 등",현금(융자),,,,,,,,,,,,
20201217142613,수산정책과,개인||법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000044,119200000044,수산경영인회생자금,어려움에 빠진 어업경영체를 대상으로 수산경영회생자금 지원,농림축산어업,○ 경영평가위원회의 정밀 경영평가 결과 자금 지원이 결정된 어업인,해양수산부,중앙행정기관,1192000,20260202162333,2025.1.1.~2025.12.10.,방문신청,수협은행/02-2240-8521,수협은행 및 단위수협,3627,"○ 수산업경영회생자금 지원(5년 거치, 7년 균분 상환/ 융자금리 1%)
 -  지원대상자금: 상환기일이 도래하였거나 향후 도래할 수협은행 대출금의 원리금, 어업시설 개·보수 자금, 업종별 1회전 운영자금 등","○ 어업경영체(어업인, 어업법인 등)",현금(융자),19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,수산정책과,개인||법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000045,119200000045,어업경영자금 지원,어업인 및 어업법인을 대상으로 저금리(2.0~3% 또는 변동) 운영자금 지원,농림축산어업,"○ 어업경영자금 융자 한도내에서(개인 10억원, 법인 15억원 한도) 지원
- 다만 대출기관에서 농신보 보증 금액 및 개인 신용도 등을 확인하고, 대출 실행 가능여부를 검토한 후 지원",해양수산부,중앙행정기관,1192000,20260202161458,연중,방문신청,수협은행/02-2240-8521,수협은행 및 단위수협,4269,○ 어업경영자금 융자(수협은행 및 단위수협),"○ 어업경영체(어업인, 어업법인 등)",현금(융자),19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,수산자원정책과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000053,119200000053,TAC 참여어업인 경영개선자금 지원,TAC 참여 어업인에게 경영개선자금 융자지원,농림축산어업,지원대상과 동일,해양수산부,중앙행정기관,1192000,20260121100916,연중,방문신청,수협은행 수산해양금융부/02-6055-8521,수협은행 수산해양금융부,2595,"○ TAC 참여 어업인 대상 경영개선자금 지원(융자)
 - 융자 100%
 - 고정금리 연 2.5%~3.0%, 변동금리(매월 고시)","○ TAC 참여 어업인(단, 제주도 소라 채취 어업인은 및 TAC 참여 1단계 어업인은 제외)",현금(융자),18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,연안해운과,법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000055,119200000055,연안선박 현대화 지원,해운법에 따른 내항운송사업자 등에게 연안선박 건조를 위한 대출이자의 2.0~2.5% 지원,행정·안전,"○ 연안선박을 신조, 노후선박 대체를 위해 금융 대출하고자 하는 해운법상 내항여객운송사업자, 내항화물운송사업자, 선박대여업자

○ 연안선박 현대화 이차보전사업 후보자 심사기준에 따라 심사위원회에서 심의",해양수산부,중앙행정기관,1192000,20260202155215,사업공모기간중 신청,방문신청,한국해운조합 해운지원팀/02-6096-2034,한국해운조합 해운정책팀,1700,"○ 연안 선박 건조를 위한 금융기관 대출이자를 단순 신조인 경우 2.0, 노후선박 대체 또는 친환경선 도입(개조) 인 경우 2.5% 지원","○ 해운법 제4조에 따른 내항여객운송사업자

○ 해운법 제24조에 따른 내항 화물 운송사업자

○ 해운법 제33조에 따른 선박대여업자",현금,,,,,,,,,,,,
20201217142613,어선안전정책과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000056,119200000056,안전복지형 연근해어선 기반구축,노후화된 연근해 어선을 교체하고자 하는 자에게 현대화 어선으로 대체 건조 지원,농림축산어업,"○ 사업지침의 사업자 선정기준*에 따라 합산점수가 높은 순으로 선정하되, 동점자가 발생하는 경우에는 노후어선 ①선령, ②감톤순으로 사업자 선정
 * 어선 선령, 건조형태, 톤수, 소유기간, 자원보호, 기관유형 및 재정상태 등을 종합적으로 검토",해양수산부,중앙행정기관,1192000,20260129150549,연초 모집공고에 따름,방문신청,해양수산부 수산정책실 어업자원정책관 어선안전정책과/051-773-5555,시·군·구청,1839,○ 연근해어업의 허가를 받은 어선 중 선령 15년 이상 노후어선을 어선원 안전복지 및 에너지 절감 등을 고려한 현대화어선으로 대체 건조,"○  (대상)「수산업법」제41조에 따라 연근해어업*의 허가를 받은 어업인
     * 연안어업과 구획어업은 차세대 안전복지형 어선개발(R&D) 사업으로 개발된 업종(연안어업 : 복합·자망·통발·개량안강망, 구획어업 : 패류형망)에 한함

○  (자격)
    - 선령 15년 이상(직전 연도말 기준) 연근해어선을 소유한 어업인 
    - 노후어선 대체건조 비용 융자 신청을 위해 신용상태가 양호한 자
    - 노후어선 대체건조 사업비 총액의 10%에 대한 자부담이 가능한 자",현금(융자),19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,소득복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000059,119200000059,어업활동 지원,사고·질병 등으로 어업활동이 곤란한 어가 대상으로 대체인력 채용비용 지원,농림축산어업,"지원 대상 : 사고·질병, 교육, 임신 등으로 영어활동이 곤란한 어업인
- 1주일 이상 진단을 받아 요양을 필요로 하는 경우로 병·의원 확인이 있는 경우
- 3일 이상 입원한 경우
- 임신부 및 출산 후 3개월이 지나지 않은 경우
- 최근 3년 이내 4대 중증질환(암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환) 진단을 받은 자로 신청일 기준 최근 6개월 이내 통원치료를 받은 경우
- ‘어업인 교육과정’ 에 참여한 여성어업인(전체 지원한도의 20% 이내, 최종집행기관 기준)임신부 및 출산 후 3개월이 지나지 않은 경우
- 제1~2급 법정감염병 자가격리자로 보건소 및 의료기관으로부터 통보를 받아 격리중인 경우",해양수산부,중앙행정기관,1192000,20260127143303,상시신청,방문신청,부산 수산자원연구소/051-209-0935||인천 수산기술지원센터/032-458-7464||경기 수산자원연구소/031-8008-8363||전북 수산기술연구소/063-290-6961||전남 해양수산과학원/061-550-0656||경북 해양수산과/054-880-7720||경남 수산안전기술원/055-254-3524||제주 수산정책과/064-710-3215,시·군·구청,2406,"최대 12만원(국비 50%, 지방비 30%, 자부담 20%), 1인당 최대 30일(단, 4대중증질환 및 임심출산가구는 최대60일)",사업 지원 대상자격을 갖춘 어업경영체(신청인 : 어업경영체에 등록된 경영주)로 경영주 및 경영주외 어업인,기타||봉사/기부||현금(감면),18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,소득복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000066,119200000066,어업인 역량 강화 교육 지원,어업인 단체교육이 가능한 기관 등을 대상으로 역량강화 교육 지원,농림축산어업,"○ 사업계획 서류심사 및 대면 발표 평가, 선정위원회 위원의 평가에 따름",해양수산부,중앙행정기관,1192000,20260128132827,매년초 모집공고에 따름,방문신청,해양수산부 소득복지과/051-773-5464,해양수산부 소득복지과,1745,"○ 어업인 혹은 어업인 단체의 역량강화 교육

○ 여성어업인, 다문화가정 여성어업인 대상 역량 강화

○ 어업인, 수산업경영인, 해양수산신지식인 대상 역량강화

○ 어업인 등 국내외 시장개척을 위한 박람회 참가, 벤치마킹, 기술교류 활동, 학술대회 지원",○ 어업인 및 단체의 역량 강화 교육이 가능한 기관 혹은 단체,기타(교육),19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,어선안전정책과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000067,119200000067,어업인안전조업교육지원,어업인을 대상으로 안전조업 교육 프로그램 지원,행정·안전,"○ 어선의 선주, 선장, 기관장, 통신장 등",해양수산부,중앙행정기관,1192000,20260202161602,연중신청,방문신청,어선안전정책과/044-200-5527||수협중앙회 어선안전조업본부/02-2240-2333,수협중앙회 어선안전조업본부,3100,"○ ‘어선안전조업법’의 법정교육으로 연 1회(4시간) 어선의 선주, 선장, 기관장, 통신장 등 직무대행자에게 실시하는 안전조업교육
- 어업인 안전조업교육지원을 위한 민간위탁보조 지원",○ 어업인(법정의무교육으로 매년 4시간 교육 이수사항),이용권,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,소득복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000070,119200000070,창업어가멘토링지원,"어업후계자 및 창업어가에게 1인당 월 60만원 한도로 기술, 경영 교육지도 제공",농림축산어업,"○  가장 최근에 창업한 자

○  어업인후계자 육성자금 지원규모가 큰 자

○  창업어가의 업종 등을 고려하여 지원이 시급하다고 판단되는 자

○  연령이 낮은 지원자",해양수산부,중앙행정기관,1192000,20260128132648,매년 초 지자체별 모집공고,방문신청,지자체 수산기술보급기관/051-773-5464,시·군·구청,1822,"○ 후견인이 창업어가에게 기술, 경영 측면 등에 대한 교육 지도 등 제공(창업어가 1인당 월 60만원 한도 지원)","○ 어업인 후계자로 선정된 지 5년 이내인자 또는 귀어 후 5개년 이내인 자

○ 당년(이월사업 포함) 귀어 창업자금 지원(예정) 자",기타(교육),18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,소득복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000073,119200000073,어업인및어업인후계자교육지원(수산업경영인교육),어업인 종사자 등에게 후계어업인력을 육성할 무상 교육 프로그램 제공,농림축산어업,○ 해당 광역 시도 수산사무소의 교육계획에 따라 선정 및 이수 가능,해양수산부,중앙행정기관,1192000,20260128132636,매년 초 지자체별 모집공고,방문신청,지자체 수산기술보급기관/051-773-5464,지방자치단체별 수산기술 보급기관(수산사무소),3238,"○ 교육비 : 무상교육

○ 교육내용 및 방법
 - 교육일수/방법 : 1회 2일간(14시간)/소집, 집체교육
 - 교수요목 : 수산시책, 양식, 어선어업 주요기술, 인터넷교육 등
 - 교과운영 : 지역 사무소별 세부교과편성(강의, 실습, 토론, 견학 등) 집행

○ 교육제공 방법 : 관할 시도 수산사무소의 교육계획 공고 등에 따라 사전에 교육 참여 신청(유선 또는 방문)","○ 어업인 및 어업에 종사하고자 하는 자, 수산업경영인(어업인 후계자) 등",기타(교육),18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20201217142613,유통정책과,개인||법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000074,119200000074,천일염 장기저장시설 설치지원,천일염 생산자 등을 대상으로 천일염장기저장시설 설치 지원,농림축산어업,○ 지원자격 및 요건을 갖춘 자 중에서 시장ㆍ군수가 시ㆍ군 자체적으로 구성된 심의회를 거쳐 지원대상자로 선정한 자,해양수산부,중앙행정기관,1192000,20260127160054,지자체 사업 공고시,방문신청,해당지역 시군구청/관할 지자체,시·군·구청,2109,"○ 천일염장기저장시설 지원(지원조건 : 국비 30%, 지방비 30%, 자담 40%)","○ (지원대상)개인 및 법인(천일염 생산자), 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합, 대한염업조합, 지방자치단체 

○ (제외대상)영농(어)조합법인과 농(어)업회사법인 등 농수산업 관련 법인의 경우 설립 후 운영 실적이 1년 이하인 법인은 지원할 수 없음, 염전에서 전년도 및 당해연도에 농약사용이 적발되거나 잔류농약이 검출된 염전 및 염전생산자와 염전근로자의 자유의사에 어긋나는 근로강요행위가 적발된 염전 및 생산자는 지원대상에서 배제
* 「소금산업진흥법」에 따른 천일염 인증을 받은 업체의 경우 우선 지원할 수 있음",현금,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
