chunk_id,policy_id,policy_name,category,region,source_url,text
WLF00000037,WLF00000037,시간제보육 지원,교육부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000037&wlfareInfoReldBztpCd=01,"정책명: 시간제보육 지원
소관부처: 교육부
소관조직: 영유아정책총괄과
서비스요약: 가정 양육 시에도 필요한 때에 필요한 만큼 이용할 수 있는 보육 서비스를 제공하여 자녀 양육에 대한 부담을 경감하고 부모의 보육 서비스 선택권을 보장합니다.
대표문의: 시간제보육 상담1661-9361"
WLF00000038,WLF00000038,독립유공자 제수비 지급,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000038&wlfareInfoReldBztpCd=01,"정책명: 독립유공자 제수비 지급
소관부처: 국가보훈부
소관조직: 보훈문화정책과
서비스요약: 사망한 독립유공자 기일에 독립유공자의 수권유족에게 제수비를 지원합니다.
대표문의: 국가보훈부 상담센터1577-0606"
WLF00000040,WLF00000040,선천성대사이상 검사 및 환아관리,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000040&wlfareInfoReldBztpCd=01,"정책명: 선천성대사이상 검사 및 환아관리
소관부처: 보건복지부
소관조직: 출산정책과
서비스요약: 선천성대사이상의 유무를 조기에 발견·치료함으로써 장애발생을 사전에 예방하여 영유아의 건강 증진을 도모합니다.
대표문의: 보건복지부 콜센터129"
WLF00000041,WLF00000041,어선원 및 어선 재해보상보험,해양수산부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000041&wlfareInfoReldBztpCd=01,"정책명: 어선원 및 어선 재해보상보험
소관부처: 해양수산부
소관조직: 소득복지과
서비스요약: 어업에 종사하는 어선원과 어선에 대한 재해보상보험사업을 시행하여 어선원 등을 보호하고, 어업경영 안정에 기여합니다.
대표문의: 어선원 및 어선 재해보상보험02-1588-4119"
WLF00000043,WLF00000043,보상금,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000043&wlfareInfoReldBztpCd=01,"정책명: 보상금
소관부처: 국가보훈부
소관조직: 보상정책과
서비스요약: 독립(국가)유공자, 보훈보상대상자의 생활 안정과 복지 향상을 위하여 보상금을 지원합니다.
대표문의: 보훈상담센터1577-0606"
WLF00000044,WLF00000044,생활안정자금(융자),고용노동부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000044&wlfareInfoReldBztpCd=01,"정책명: 생활안정자금(융자)
소관부처: 고용노동부
소관조직: 퇴직연금복지과
서비스요약: 저소득 근로자 등의 혼례·장례 등 사유 발생 시 필요한 생활자금을 저리로 융자하여 생계안정에 기여합니다.
대표문의: 근로복지공단 고객센터1588-0075"
WLF00000047,WLF00000047,고혈압·당뇨병 등록관리사업,질병관리청,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000047&wlfareInfoReldBztpCd=01,"정책명: 고혈압·당뇨병 등록관리사업
소관부처: 질병관리청
소관조직: 만성질환예방과
서비스요약: 심뇌혈관질환 선행질환인 고혈압, 당뇨병 환자의 지속치료율 향상 및 자가관리 역량 지원을 통한 합병증 발생 또는 사망 발생 감소를 도모합니다.
대표문의: 질병관리청 1339 콜센터국번없이 1339"
WLF00000048,WLF00000048,국가유공자등대부지원,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000048&wlfareInfoReldBztpCd=01,"정책명: 국가유공자등대부지원
소관부처: 국가보훈부
소관조직: 생활안정과
서비스요약: 국가유공자 등의 주거안정과 자립기반 조성을 위하여 장기로 저금리 대출을 실시합니다.
대표문의: 국가보훈부 국가보훈부 상담센터1577-0606"
WLF00000049,WLF00000049,에너지 취약계층 고효율조명기기 무상교체 지원(취약계층 에너지복지사업),산업통상자원부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000049&wlfareInfoReldBztpCd=01,"정책명: 에너지 취약계층 고효율조명기기 무상교체 지원(취약계층 에너지복지사업)
소관부처: 산업통상자원부
소관조직: 에너지정책관
서비스요약: 에너지 취약계층인 저소득층 및 복지시설에 고효율 조명기기(LED) 무상교체로 전기요금을 줄이고 전력수요 절감에 기여합니다.
대표문의: 전국 읍·면·동 주민센터전국 읍·면·동 주민센터 한국에너지재단(취약계층 LED 보급지원)02-6913-2145"
WLF00000050,WLF00000050,무공영예수당,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000050&wlfareInfoReldBztpCd=01,"정책명: 무공영예수당
소관부처: 국가보훈부
소관조직: 보상정책과
서비스요약: 무공수훈자에게 수당을 지급하여 생활안정과 복지향상을 도모합니다.
대표문의: 보훈상담센터1577-0606"
WLF00000051,WLF00000051,고엽제환자2세수당,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000051&wlfareInfoReldBztpCd=01,"정책명: 고엽제환자2세수당
소관부처: 국가보훈부
소관조직: 보상정책과
서비스요약: 고엽제후유증환자의 자녀가 안정된 생활을 할 수 있도록  장애 정도에 따른 수당을 지원합니다.
대표문의: 보훈상담센터1577-0606"
WLF00000052,WLF00000052,인문100년장학금,교육부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000052&wlfareInfoReldBztpCd=01,"정책명: 인문100년장학금
소관부처: 교육부
소관조직: 청년장학지원과
서비스요약: 인문사회계열 우수학생에게 학자금을 지원하여 인문학 소양을 갖춘 인재를 양성할 수 있도록 장학금을 지원합니다.
대표문의: 한국장학재단 상담센터1599-2290"
WLF00000053,WLF00000053,풍수해·지진재해보험료 지원,행정안전부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000053&wlfareInfoReldBztpCd=01,"정책명: 풍수해·지진재해보험료 지원
소관부처: 행정안전부
소관조직: 재난보험과
서비스요약: 행정안전부가 관장하고 민영보험사가 판매 및 운영하는 정책보험으로 보험료의 일부를 국가가 보조하여 국민은 저렴한 보험료로 예기치 못한 풍수해 피해를 보상받도록 합니다.
대표문의: DB손해보험(풍수해보험)044-205-5990 KB손해보험(풍수해보험)044-205-5993 NH농협손해보험(풍수해보험)044-205-5994 메리츠화재해상보험(풍수해보험)044-205-5996 삼성화재(풍수해보험)044-205-5992 재난보험과044-205-5359 한화손해보험(풍수해보험)044-205-5995 현대해상(풍수해보험)044-205-5991"
WLF00000054,WLF00000054,국가보훈대상자 보훈장학금,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000054&wlfareInfoReldBztpCd=01,"정책명: 국가보훈대상자 보훈장학금
소관부처: 국가보훈부
소관조직: 생활안정과
서비스요약: 보훈관계 법령상 학비가 면제되지 않는 대학원 재학 국가유공자, 5·18민주유공자, 보훈보상대상자 본인 등에 대해 장학지원을 하여 면학의욕을 고취합니다.
대표문의: 보훈상담센터1577-0606"
WLF00000055,WLF00000055,통합문화이용권,문화체육관광부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000055&wlfareInfoReldBztpCd=01,"정책명: 통합문화이용권
소관부처: 문화체육관광부
소관조직: 문화정책과
서비스요약: 기초생활수급자 및 차상위 계층 대상 문화예술·국내 여행·체육 활동 지원을 통해 문화 향유 기회 확대로 문화격차 완화 및 소외계층의 삶의 질 향상을 도모합니다.
대표문의: 문화누리카드1544-3412"
WLF00000056,WLF00000056,의료급여(요양비),보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000056&wlfareInfoReldBztpCd=01,"정책명: 의료급여(요양비)
소관부처: 보건복지부
소관조직: 기초의료보장과
서비스요약: 의료급여 수급권자에게 의료비를 지원하여 저소득층의  국민보건 향상과 사회복지 증진에 기여합니다.
대표문의: 보건복지상담센터129"
WLF00000057,WLF00000057,공공분양,국토교통부,경기,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000057&wlfareInfoReldBztpCd=01,"정책명: 공공분양
소관부처: 국토교통부
소관조직: 공공주택정책과
서비스요약: 저소득층의 주거안정 및 무주택자의 내 집 마련 기회를 제공합니다.
대표문의: SH공사 홈페이지1600-3456 경기도시공사1588-0466 한국토지주택공사1600-1004"
WLF00000058,WLF00000058,소상공인지원(융자),중소벤처기업부,부산,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000058&wlfareInfoReldBztpCd=01,"정책명: 소상공인지원(융자)
소관부처: 중소벤처기업부
소관조직: 기업금융과
서비스요약: 국가경제의 균형발전을 도모하기 위하여 소상공인의 창업 및 경영 개선 활동을 지원합니다.
대표문의: SC제일은행 고객 센터1588-1599 SH수협1588-1515 경남은행 고객 센터1588-8585 광주은행 고객 센터1588-3388 기업은행 고객센터1566-2566 농협 고객 센터1588-2100 대구은행 고객 센터1588-5050 부산은행 고객 센터1588-6200 상호저축은행 중앙회02-3978-600 소상공인시장진흥공단1357 신한은행 고객센터1599-8000 씨티은행 고객 센터1588-7000 외환은행 고객 센터1588-3500 우리은행 고객센터080-365-5000 전북은행 고객 센터1588-4477 제주은행 고객 센터1588-0079 하나은행 고객센터1599-1111"
WLF00000059,WLF00000059,희망복지지원단 통합사례관리사업,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000059&wlfareInfoReldBztpCd=01,"정책명: 희망복지지원단 통합사례관리사업
소관부처: 보건복지부
소관조직: 지역복지과
서비스요약: 지역주민의 다양한 욕구에 맞춤형 서비스를 연계, 제공함으로써 지역주민의 안정적인 삶을 지원합니다.
대표문의: 보건복지상담센터129"
WLF00000060,WLF00000060,청년내일저축계좌,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000060&wlfareInfoReldBztpCd=01,"정책명: 청년내일저축계좌
소관부처: 보건복지부
소관조직: 자활정책과
서비스요약: 근로빈곤층 청년의 생계수급자 등으로의 하락을 사전에 예방하고, 일하는 중간계층 청년이 사회에 안착할 수 있도록 자산형성을 지원합니다.
대표문의: 보건복지상담센터129 복지로 상담센터1566-0313 자산형성지원 콜센터1522-3690"
WLF00000061,WLF00000061,의료급여 임신.출산진료비지원,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000061&wlfareInfoReldBztpCd=01,"정책명: 의료급여 임신.출산진료비지원
소관부처: 보건복지부
소관조직: 기초의료보장과
서비스요약: 임신 또는 출산한 의료급여 수급자와 2세미만 자녀에게 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.
대표문의: 보건복지상담센터129"
WLF00000062,WLF00000062,기존주택등 매입임대주택 지원사업,국토교통부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000062&wlfareInfoReldBztpCd=01,"정책명: 기존주택등 매입임대주택 지원사업
소관부처: 국토교통부
소관조직: 주거복지지원과
서비스요약: 저소득층 국민이 도심 내에 안정적으로 거주할 수 있도록 기존주택 등을 매입하여 저렴하게 공급합니다.
대표문의: 한국토지주택공사1600-1004"
WLF00000063,WLF00000063,(북한이탈주민)교육비 지원,통일부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000063&wlfareInfoReldBztpCd=01,"정책명: (북한이탈주민)교육비 지원
소관부처: 통일부
소관조직: 자립지원과
서비스요약: 북한이탈주민이 안정적인 정착기반을 마련하고 교육적 어려움을 해소할 수 있도록 교육비를 지원합니다.
대표문의: 남북하나재단02-3215-5793 북한이탈주민 종합상담 콜센터1577-6635"
WLF00000064,WLF00000064,발달장애인 부모상담지원사업,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000064&wlfareInfoReldBztpCd=01,"정책명: 발달장애인 부모상담지원사업
소관부처: 보건복지부
소관조직: 장애인서비스과
서비스요약: 발달장애인 부모에게 발달장애인의 양육과 부양에 따른 심리적 부담 완화 및 가족기능 향상 도모를 위한 전문 심리상담을 지원합니다.
대표문의: 보건복지상담센터129 사회서비스전자바우처1566-3232"
WLF00000065,WLF00000065,발달장애인 공공후견지원 사업,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000065&wlfareInfoReldBztpCd=01,"정책명: 발달장애인 공공후견지원 사업
소관부처: 보건복지부
소관조직: 장애인서비스과
서비스요약: 의사결정능력 부족으로 어려움을 겪고 있는 성인 발달장애인에게 공공후견서비스를 제공하여 자립생활을 지원합니다.
대표문의: 보건복지상담센터129"
WLF00000066,WLF00000066,장애인 집합 정보화교육,과학기술정보통신부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000066&wlfareInfoReldBztpCd=01,"정책명: 장애인 집합 정보화교육
소관부처: 과학기술정보통신부
소관조직: 디지털포용정책팀
서비스요약: 장애인을 대상으로 다양한 정보화교육을 실시하여 정보사회 적응력 및 생산적 정보활용능력 향상을 지원합니다.
대표문의: 17개 광역지자체시군구청 정보화담당관 연락처"
WLF00000067,WLF00000067,의료급여 장애인보조기기 지원,보건복지부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000067&wlfareInfoReldBztpCd=01,"정책명: 의료급여 장애인보조기기 지원
소관부처: 보건복지부
소관조직: 기초의료보장과
서비스요약: 의료급여수급 장애인에게 장애인보조기기비용을 지원하여 저소득 장애인의 삶의 질 향상과 사회복지 증진에 기여합니다.
대표문의: 보건복지상담센터129"
WLF00000068,WLF00000068,장애인고용증진융자,고용노동부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000068&wlfareInfoReldBztpCd=01,"정책명: 장애인고용증진융자
소관부처: 고용노동부
소관조직: 장애인고용과
서비스요약: 장애인을 고용하여 사업을 하거나 하고자 하는 사업주에게 장애인 고용 관련 작업시설, 부대시설, 편의시설 등의 설치·구입·수리비용의 융자 이자를 지원하여 장애인 고용창출 및 고용안정을 도모합니다.
대표문의: 한국장애인고용공단1588-1519"
WLF00000069,WLF00000069,양로지원,국가보훈부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000069&wlfareInfoReldBztpCd=01,"정책명: 양로지원
소관부처: 국가보훈부
소관조직: 복지서비스과
서비스요약: 부양의무자가 없는 국가유공자 등에게 보훈원(양로시설) 입소 후 의식주 등 생활보장과 의료지원 및 사후 묘지 안장 등을 지원합니다.
대표문의: 한국보훈복지의료공단 보훈원031-250-1521"
WLF00000071,WLF00000071,여성경제활동 촉진지원(여성새로일하기지원센터 사업),여성가족부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000071&wlfareInfoReldBztpCd=01,"정책명: 여성경제활동 촉진지원(여성새로일하기지원센터 사업)
소관부처: 여성가족부
소관조직: 경력단절여성지원과
서비스요약: 경력단절여성 등을 대상으로 취업상담, 직업교육, 인턴, 취업 연계 및 사후관리까지 종합취업서비스를 지원합니다.
대표문의: 새일센터 홈페이지(e새일)1544-1199 여성가족부02-2100-6000"
WLF00000072,WLF00000072,에너지바우처,산업통상자원부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000072&wlfareInfoReldBztpCd=01,"정책명: 에너지바우처
소관부처: 산업통상자원부
소관조직: 에너지정책관
서비스요약: 에너지취약계층에게 에너지바우처를 지급하여 전기·가스·지역난방·등유·LPG 등 필요 에너지의 이용 비용을 지원합니다.
대표문의: 에너지바우처 콜센터1600-3190"
WLF00000074,WLF00000074,양곡할인,농림축산식품부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000074&wlfareInfoReldBztpCd=01,"정책명: 양곡할인
소관부처: 농림축산식품부
소관조직: 식량정책과
서비스요약: 정부양곡을 기초수급가구 및 차상위계층에 할인된 가격으로 지원함으로써 저소득층의 생활안정을 도모합니다.
대표문의: 소관 행정복지센터소관 행정복지센터"
WLF00000075,WLF00000075,여성기업종합지원센터운영,중소벤처기업부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000075&wlfareInfoReldBztpCd=01,"정책명: 여성기업종합지원센터운영
소관부처: 중소벤처기업부
소관조직: 중소기업제도과
서비스요약: 여성기업 지원을 통해 여성의 창업을 활성화하고 여성기업의 경쟁력을 강화합니다.
대표문의: 여성기업종합지원센터 통합문의처02-369-0900 여성기업확인서 문의처02-2038-8953"
WLF00000076,WLF00000076,스포츠강좌이용권,문화체육관광부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000076&wlfareInfoReldBztpCd=01,"정책명: 스포츠강좌이용권
소관부처: 문화체육관광부
소관조직: 체육진흥과
서비스요약: 저소득층 유청소년에게 지속적인 스포츠 활동 기회를 보장하여  체력향상과 건전한 여가활동을 지원합니다.
대표문의: 스포츠강좌이용권 상담 및 문의(국민체육진흥공단)1551-0078"
WLF00000077,WLF00000077,원폭피해자지원,보건복지부,대전,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000077&wlfareInfoReldBztpCd=01,"정책명: 원폭피해자지원
소관부처: 보건복지부
소관조직: 질병정책과
서비스요약: 2차대전 당시 재일 한국인 원폭피해자에게 진료비, 진료보조비, 장제비 및 합천원폭피해자복지회관 입주지원 등을 통해 복지증진을 도모합니다.
대표문의: 대한적십자사 고객센터02-3705-3705 보건복지부 콜센터129 한국원폭피해자협회055-933-1945"
WLF00000078,WLF00000078,청소년특별지원,여성가족부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000078&wlfareInfoReldBztpCd=01,"정책명: 청소년특별지원
소관부처: 여성가족부
소관조직: 학교밖청소년지원과
서비스요약: 보호자가 없거나, 실질적으로 보호자의 보호를 받지 못하는 사회, 경제적으로 어려움이 있는 위기청소년이 올바르게 성장하고 안정된 생활을 할 수 있도록 지원합니다.
대표문의: 여성가족부02-2100-6000"
WLF00000086,WLF00000086,(북한이탈주민) 탈북청소년 교육지원,통일부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000086&wlfareInfoReldBztpCd=01,"정책명: (북한이탈주민) 탈북청소년 교육지원
소관부처: 통일부
소관조직: 자립지원과
서비스요약: 탈북청소년의 학교생활 적응 지원을 통해 대한민국의 건강한 구성원으로 자립할 수 있도록 지원합니다.
대표문의: 북한이탈주민 종합상담 콜센터1577-6635 북한이탈주민지원재단 교육지원부02-3215-5793 통일부 정착지원과02-2100-5786"
WLF00000087,WLF00000087,"지방세 비과세감면(주민세, 취득세, 자동차세, 재산세, 지역자원시설세 등)",행정안전부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000087&wlfareInfoReldBztpCd=01,"정책명: 지방세 비과세감면(주민세, 취득세, 자동차세, 재산세, 지역자원시설세 등)
소관부처: 행정안전부
소관조직: 지방세특례제도과
서비스요약: 기초생활수급자, 국가유공자, 장애인 등이 부담하는 지방세를 감면&middot;면제하여 생활 안정과 시설 운영을 돕습니다.
대표문의: 행정안전부 고객센터02-2100-3399"
WLF00000088,WLF00000088,석면피해구제급여,환경부,전국,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000088&wlfareInfoReldBztpCd=01,"정책명: 석면피해구제급여
소관부처: 환경부
소관조직: 환경피해구제과
서비스요약: 석면으로 인한 건강피해자 및 유족에게 구제급여를 지급하여 건강피해를 신속하고 공정하게 구제합니다.
대표문의: 한국환경산업기술원 석면피해 구제팀1833-7690"
